1.000000e+00 -4.068573e-04 
1.023293e+00 -2.385419e-02 
1.047129e+00 -2.440983e-02 
1.071519e+00 -2.497841e-02 
1.096478e+00 -2.556023e-02 
1.122018e+00 -2.615560e-02 
1.148154e+00 -2.676485e-02 
1.174898e+00 -2.738828e-02 
1.202264e+00 -2.802623e-02 
1.230269e+00 -2.867905e-02 
1.258925e+00 -2.934707e-02 
1.288250e+00 -3.003065e-02 
1.318257e+00 -3.073016e-02 
1.348963e+00 -3.144595e-02 
1.380384e+00 -3.217842e-02 
1.412538e+00 -3.292796e-02 
1.445440e+00 -3.369495e-02 
1.479108e+00 -3.447980e-02 
1.513561e+00 -3.528294e-02 
1.548817e+00 -3.610478e-02 
1.584893e+00 -3.694577e-02 
1.621810e+00 -3.780635e-02 
1.659587e+00 -3.868697e-02 
1.698244e+00 -3.958811e-02 
1.737801e+00 -4.051024e-02 
1.778279e+00 -4.145384e-02 
1.819701e+00 -4.241942e-02 
1.862087e+00 -4.340750e-02 
1.905461e+00 -4.441859e-02 
1.949845e+00 -4.545323e-02 
1.995262e+00 -4.651197e-02 
2.041738e+00 -4.759538e-02 
2.089296e+00 -4.870402e-02 
2.137962e+00 -4.983848e-02 
2.187762e+00 -5.099937e-02 
2.238721e+00 -5.218729e-02 
2.290868e+00 -5.340289e-02 
2.344229e+00 -5.464680e-02 
2.398833e+00 -5.591969e-02 
2.454709e+00 -5.722223e-02 
2.511886e+00 -5.855511e-02 
2.570396e+00 -5.991903e-02 
2.630268e+00 -6.131472e-02 
2.691535e+00 -6.274293e-02 
2.754229e+00 -6.420440e-02 
2.818383e+00 -6.569991e-02 
2.884032e+00 -6.723026e-02 
2.951209e+00 -6.879625e-02 
3.019952e+00 -7.039872e-02 
3.090295e+00 -7.203852e-02 
3.162278e+00 -7.371651e-02 
3.235937e+00 -7.543359e-02 
3.311311e+00 -7.719067e-02 
3.388442e+00 -7.898867e-02 
3.467369e+00 -8.082855e-02 
3.548134e+00 -8.271129e-02 
3.630781e+00 -8.463788e-02 
3.715352e+00 -8.660935e-02 
3.801894e+00 -8.862675e-02 
3.890451e+00 -9.069113e-02 
3.981072e+00 -9.280360e-02 
4.073803e+00 -9.496527e-02 
4.168694e+00 -9.717730e-02 
4.265795e+00 -9.944085e-02 
4.365158e+00 -1.017571e-01 
4.466836e+00 -1.041274e-01 
4.570882e+00 -1.065528e-01 
4.677351e+00 -1.090347e-01 
4.786301e+00 -1.115745e-01 
4.897788e+00 -1.141734e-01 
5.011872e+00 -1.168328e-01 
5.128614e+00 -1.195542e-01 
5.248075e+00 -1.223390e-01 
5.370318e+00 -1.251886e-01 
5.495409e+00 -1.281046e-01 
5.623413e+00 -1.310886e-01 
5.754399e+00 -1.341420e-01 
5.888437e+00 -1.372666e-01 
6.025596e+00 -1.404639e-01 
6.165950e+00 -1.437358e-01 
6.309573e+00 -1.470838e-01 
6.456542e+00 -1.505098e-01 
6.606934e+00 -1.540157e-01 
6.760830e+00 -1.576032e-01 
6.918310e+00 -1.612742e-01 
7.079458e+00 -1.650308e-01 
7.244360e+00 -1.688748e-01 
7.413102e+00 -1.728084e-01 
7.585776e+00 -1.768337e-01 
7.762471e+00 -1.809526e-01 
7.943282e+00 -1.851676e-01 
8.128305e+00 -1.894807e-01 
